taxid,group_id,description,recommendation,penalty,type,disposition
976236,1,01.Accessed BWC footage unrelated to official Department business.,A-CD,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
955086,1,01.Wrongfully used offensive language.,NO DISCIPLINARY ACTION,,allegation,
950773,1,01.Failed to make required entries in Department Logs.,TRAINING,TRAINING,allegation,
950773,2,01.Failed to prepare required reports.,OTHER,,allegation,
937431,1,WHILE OFF-DUTY ENGAGED IN A VERBAL AND PHYSICAL DOMESTIC DISPUTE WITH ANOTHER MOS CAUSING HER PHYSICAL INJURY.,,"COUNSELING, VACATION DAYS (15 day(s) )",charge,GUILTY
968582,1,01.Failed to make proper notifications.,INSTRUCTIONS,INSTRUCTIONS,allegation,
958832,1,01.Improper frisk.,A-CD,TRAINING,allegation,
938876,1,IMPEDED A DEPARTMENT INVESTIGATION BY NOT DISCLOSING AND PREVENTING THE INTERVIEW OF A MEMBER OF SERVICE WHO WAS PRESENT AT AN INCIDENT INVOLVING ANOTHER MEMBER OF SERVICE.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,WRONGFULLY ENGAGED IN PERSONAL ACTIVITIES UNRELATED TO OFFICIAL DEPARTMENT BUSINESS.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,WRONGFULLY ALLOWED OR DIRECTED THE USE OF A DEPARTMENT VEHICLE FOR A NON-DEPARTMENT PURPOSE OR NON-CITY PURPOSE.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,WRONGFULLY FAILED TO PROPERLY SUPERVISE HER SUBORDINATES.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,"MADE INCOMPLETE, INACCURATE, OR OTHERWISE MISLEADING STATEMENTS DURING AN OFFICAL DEPARTMENT INTERVIEW.",,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,FAILED TO RENDER ALL NECESSARY POLICE SERVICES BY FAILING TO TAKE ACTION AFTER ANOTHER MEMBER OF THE SERVICE HAD BEEN STRUCK BY ANOTHER PERSON IN HER PRESENCE.,,"DISMISSAL PROBATION (12 month(s) ), SUSPENDED W/O PAY (20 day(s) ), VACATION DAYS (20 day(s) )",charge,GUILTY
938876,1,01.Petit Larceny,CHARGES AND SPECIFICATIONS,RESTORATION OF SUSPENSION DAYS (1 day(s) ),allegation,
938876,1,02.Possession of Stolen Property,CHARGES AND SPECIFICATIONS,RESTORATION OF SUSPENSION DAYS (1 day(s) ),allegation,
965285,1,Wrongfully de-activate BWC.,,VACATION DAYS (30 day(s) ),charge,PLEADED GUILTY
936983,1,"AFFIXED HIS SIGNATURE TO A CRIMINAL COURT COMPLAINT THAT HE DID NOT CORRECTLY REVIEW AND WHICH INDICATED THAT HE HAD RECEIVED THE INFORMATION HE WAS SWEARING TO FROM THE COMPLAINANT, WHEN IN FACT HE OBSERVED THE INCIDENT.",,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
936983,1,WRONGFULLY CAUSED AN INACCURATE INSTRUMENT TO BE FILED WITH THE NEW YORK COUNTY CRIMINAL COURT.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
965783,1,01.Wrongful entry of a premises.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
965783,1,02.Wrongful threat of force.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (5 day(s) )",allegation,
943498,1,01.Violated patrol rules.,A-CD,,allegation,
969914,1,01.Wrongfully searched a vehicle.,TRAINING,TRAINING,allegation,
950779,1,FAILED AND NEGLECTED TO PREPARE A COMPLAINT REPORT WORKSHEET UPON RESPONDING TO A RADIO TRANSMISSION OF A ROBBERY AND SPEAKING TO THE COMPLAINANT.,,VACATION DAYS (10 day(s) ),charge,GUILTY
970671,1,"01.Failed to prepare a Property Clerk's Invoice Worksheet, as required.",INSTRUCTIONS,INSTRUCTIONS,allegation,
948080,1,"WHILE ON-DUTY, WRONGFULLY REMOVED A DEPARTMENT SCOOTER HELMET ISSUED TO ANOTHER MEMBER OF SERVICE.",,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
948080,1,WRONGFULLY POSSESSED A DEPARTMENT SCOOTER HELMET ISSUED TO ANOTHER MEMBER OF SERVICE IN HIS DEPARTMENT LOCKER.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
950780,1,Failed to investigate.,,"TRAINING, VACATION DAYS (20 day(s) )",charge,PLEADED GUILTY
965288,1,01.Failed to make proper notifications.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (2 day(s) )",allegation,
972070,1,01.Out of residence,C-CD,"C - COMMAND DISCIPLINE, VACATION DAYS (20 day(s) )",allegation,
949225,1,"WHILE ON-DUTY, WRONGFULLY USED FORCE AGAINST A PERSON KNOWN TO THE DEPARTMENT",,VACATION DAYS (5 day(s) ),charge,GUILTY
927098,1,DISCOURTEOUS TO A PERSON KNOWN TO THE DEPARTMENT.,,VACATION DAYS (5 day(s) ),charge,GUILTY
927098,1,ISSUED A SUMMONS WITHOUT SUFFICIENT LEGAL AUTHORITY.,,VACATION DAYS (5 day(s) ),charge,GUILTY
950782,1,"WHILE OFF-DUTY, WRONGFULLY ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) )",charge,GUILTY
950782,1,"WHILE OFF-DUTY, FAILED TO REQUEST THE PATROL SUPERVISOR, PRECINCT OF OCCURRENCE, OR TO PROMPTLY NOTIFY THE DESK OFFICER, PRECINCT OF OCCURRENCE.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (20 day(s) )",charge,GUILTY
950782,1,01.COMPUTER MISUSE.,OTHER,INSTRUCTIONS,allegation,
950782,1,02.IMPEDE INVESTIGATION.,NO DISCIPLINARY ACTION,INSTRUCTIONS,allegation,
950782,1,03.KNOWINGLY ASSOCIATED WITH CRIMINAL OR PERSON LIKELY TO BE ENGAGED IN CRIMINAL ACTIVITES.,CHARGES AND SPECIFICATIONS,INSTRUCTIONS,allegation,
966677,1,01.Wrongfully discourteous.,A-CD,A - COMMAND DISCIPLINE,allegation,
966677,2,01.Wrongfully deactivated their body worn camera.,OTHER,TRAINING,allegation,
954081,1,01.Wrongfully discourteous to an individual known to the Department.,CHARGES AND SPECIFICATIONS,,allegation,
954081,1,02.Wrongfully offensive.,CHARGES AND SPECIFICATIONS,,allegation,
954081,2,01.Wrongfully discourteous to an individual known to the Department.,TRAINING,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
954081,2,02.Wrongfully offensive.,TRAINING,"A - COMMAND DISCIPLINE, VACATION DAYS (1 day(s) )",allegation,
955099,1,"WHILE ON-DUTY, IMPROPERLY ENTERED AN APARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (17 day(s) ),charge,GUILTY
955099,1,"WHILE ON-DUTY, WRONGFULLY INTERFERED WITH A PERSON KNOWN TO THE DEPARTMENT'S ABILITY TO RECORD AN INCIDENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (17 day(s) ),charge,GUILTY
955099,1,"WHILE ON DUTY, WRONGFULLY USED FORCE, IN THAT HE PUSHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT POLICE NECESSITY.",,VACATION DAYS (17 day(s) ),charge,GUILTY
955099,1,"WHILE ON-DUTY, ABUSED HIS AUTHORITY AS A MEMBER OF THE NEW YORK CITY POLICE DEPARTMENT, IN THAT HE STRIP-SEARCHED A PERSON KNOWN TO THE DEPARTMENT WITHOUT SUFFICIENT LEGAL AUTHORITY.",,VACATION DAYS (17 day(s) ),charge,GUILTY
955101,1,01.FAILED TO CONDUCT PROPER INVESTIGATION,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
955101,1,02.FAILED TO PREPARE REQUIRED REPORTS,CHARGES AND SPECIFICATIONS,"C - COMMAND DISCIPLINE, VACATION DAYS (3 day(s) )",allegation,
960836,1,01.Wrongfully searched a vehicle.,A-CD,A - COMMAND DISCIPLINE,allegation,
964624,1,01.Failed to make required entries in Department Logs.,OTHER,,allegation,
958843,1,01.Violated patrol rules.,A-CD,,allegation,
958843,1,02.Wrongful search of a premises.,NO DISCIPLINARY ACTION,,allegation,
942084,1,01.Violated patrol rules.,A-CD,,allegation,
942084,2,01.Failed to activate their body worn camera.,OTHER,,allegation,
942084,2,02.Failed to make required entries in Department Logs.,OTHER,,allegation,
942084,2,03.Failed to prepare required reports.,OTHER,,allegation,
958844,1,possession of a forged instrument.,,VACATION DAYS (85 day(s) ),charge,PLEADED GUILTY
958844,1,submission of a forged instrument.,,VACATION DAYS (85 day(s) ),charge,PLEADED GUILTY
958844,1,Made misleading or inaccurate statements during an official Department interview.,,VACATION DAYS (85 day(s) ),charge,PLEADED GUILTY
958844,1,01.Threat to arrest.,TRAINING,TRAINING,allegation,
947190,1,FAILED TO AKE A TIMELY NOTIFICATION THAT HE WOULD BE LATE FOR HIS SCHEDULED TOUR OF DUTY.,,VACATION DAYS (2 day(s) ),charge,GUILTY
960838,1,01.Spoke discourteously to an individual known to the department,TRAINING,TRAINING,allegation,
960838,2,01.Violated patrol rules.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (2 day(s) )",allegation,
960838,2,02.Wrongfully frisked an individual.,B-CD,"B - COMMAND DISCIPLINE, VACATION DAYS (2 day(s) )",allegation,
965292,1,01.Wrongful search of a person's property.,A-CD,,allegation,
958845,1,01.Improper search of an individual,TRAINING,TRAINING,allegation,
963620,1,01.Wrongfully used physical force.,A-CD,,allegation,
963620,2,01.Wrongful search of a person's property.,B-CD,,allegation,
963620,2,02.Wrongfully frisked an individual known to the Department.,B-CD,,allegation,
963620,2,03.Wrongfully searched an individual known to the Department.,B-CD,,allegation,
938890,1,"WHILE ON-DUTY, INAPPROPRIATELY TOUCHED A PERSON KNOWN TO THE DEPARTMENT ON AT LEAS FOUR (4) OCCASIONS.",,VACATION DAYS (6 day(s) ),charge,GUILTY
938891,1,Violated patrol rules.,,VACATION DAYS (10 day(s) ),charge,GUILTY
938891,1,Violated patrol rules.,,VACATION DAYS (10 day(s) ),charge,GUILTY
945934,1,01.Wrongfully disseminated confidential Department information.,B-CD,,allegation,
946515,1,Made false/misleading/inaccurate statements to supervisors.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
946515,1,Made or caused to be made false or inaccurate entries in Department records.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
946515,1,Failed to prepare required reports.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
946515,1,Failed to timely make proper notifications.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
946515,1,Made misleading or inaccurate statements during an official Department interview.,,"DISMISSAL PROBATION (12 month(s) ), PRE-TRIAL SUSPENSION DAYS (30 day(s) )",charge,GUILTY
953018,1,01.Violated patrol rules.,NO DISCIPLINARY ACTION,,allegation,
953018,1,02.Wrongful entry of a premises.,NO DISCIPLINARY ACTION,,allegation,
953018,1,03.Wrongful search of a premises.,B-CD,,allegation,
950786,1,Failed to take police action.,,VACATION DAYS (10 day(s) ),charge,PLEADED GUILTY
962561,1,01.Wrongfully discourteous to an individual known to the department,A-CD,A - COMMAND DISCIPLINE,allegation,
944111,1,"WHILE OFF-DUTY, ENGAGED IN A PHYSICAL ALTERCATION WITH A PERSON KNOWN TO THE DEPARTMENT.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (31 day(s) )",charge,GUILTY
944111,1,"ACTED IN A MANNER LIKELY TO BE INJURIOUS TO THE PHYSICAL, MENTAL OR MORAL WELFARE OF A CHILD LESS THAN SEVENTEEN (17) YEARS OLD.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (31 day(s) )",charge,GUILTY
944111,1,"AFTER HAVING BEEN INVOLVED IN AN OFF-DUTY DOMESTIC INCIDENT, FAILED TO TIMELY NOTIFY THE OPERATIONS UNIT, AS REQUIRED.",,"COUNSELING, PRE-TRIAL SUSPENSION DAYS (31 day(s) )",charge,GUILTY
951487,1,01.Failed to activate body-worn camera.,TRAINING,TRAINING,allegation,
935216,1,01.Improper use of his body worn camera,TRAINING,TRAINING,allegation,
935216,2,01.Wrongfully discourteous to an individual known to the Department.,A-CD,,allegation,
935216,3,01.Violated patrol rules.,B-CD,,allegation,
928676,1,ON APPROXIMATELY FIVE (5) OCCASIONS WRONGFULLY CAUSED COMPLAINT REPORTS TO BE PREPARED INCORRECTLY.,,VACATION DAYS (60 day(s) ),charge,GUILTY
